id,ansa,ansb,ansc,ansd,answer,category,question,timelimit
3125,1663,1664,1665,1662,D,0,民族英雄郑成功于___年收复台湾,15
3126,1966,1965,1976,1986,A,0,中国人民解放军第二炮兵于___年组建。,15
3127,过氧化钠,碳酸钠,硝酸钠,氯化钠,A,0,潜艇中通常使用再生药板与空气中的二氧化碳，水发生化学反应放出氧气，请问这种再生药板的主要成分是___,15
3130,中国，朝鲜，美国，韩国，日本和俄罗斯,中国，朝鲜，美国，越南，日本和美国,中国，朝鲜，俄罗斯，越南，日本和美国,中国，朝鲜，韩国，越南，日本和美国,A,0,朝核问题北京六方会谈分别是___六个国家,15
3131,赤瓜礁,白礁岛,太平岛,珊瑚礁岛,A,0,1988年3月14日，中越两国海军在___开战，史称3.14海战。,15
3132,英国,法国,苏联,美国,A,0,第一艘航母是___造出来的。,15
3133,海军第七舰队,海军第八舰队,海军第五舰队,海军第六舰队,A,0,美国海军负责亚太地区的是___,15
3134,珊瑚海海战,印度洋海战,加勒比海战,太平洋海战,A,0,人类历史上第一次航母间的拼杀是___,15
3135,蒸汽弹射起飞与加力起飞,滑跃式起飞与蒸汽弹射起飞,垂直起飞与滑跃式起飞,垂直起飞与加力起飞,B,0,现代航母舰载机的主要起飞方式是___,15
3136,主动式红外,第一代微光,第四代微光,热像,D,0,夜视观察敌方经过伪装的坦克和装甲车辆，可使用___夜视仪。,15
3137,1961,1960,1965,1958,A,0,俄罗斯于___年完成了世界上首次载人宇宙飞行,15
3138,"美国\\""佩里\\""级号","前苏联\\""卡拉\\""级号","美国\\""卡拉\\""级号","前苏联\\""佩里\\""级号",A,0,世界上最大的驱逐舰是___大型导弹驱逐舰,15
3139,“西安”号,“长江”号,“洛阳”号,“昆明”号,D,0,1957年6月3日，我国建造的第一艘护卫舰举行隆重的命名典礼，正式命名为___,15
3140,南昌,遵义,瑞金,兴国,A,0,1949年6月19日，国民党海防第一舰队“旗舰”———“长治”号在上海吴淞口外起义，在编入人民海军序列后，更名为“___”舰。,15
3141,v>7.9,11.2>v>7.9,v=7.9,11.2>v>=7.9,D,0,近地圆形轨道上运行的人造地球卫星的发射速度为___。,15
3142,v>2.4,v=2.4,1.7<v<2.4,v<1.7,D,0,月球环绕速度为1.7千米\\/秒，脱离速度为2.4千米\\/秒。嫦娥一号探月卫星在轨道高度200千米的月球圆轨道上运行，其环绕速度为___。,15
3144,以直线传播,以光速传播,发射角小,波长一致,C,0,激光的方向性强是指激光在传播中___。,15
3146,海湾战争,伊拉克战争,越南战争,朝鲜战争,A,0,___标志着高技术战争进入了成熟时期。,15
3147,彭德怀,朱德,林彪,徐向前,A,0,中华人民共和国成立后，___同志担任我国第一任国防部长,15
3148,周王朝,春秋战国,秦王朝,汉王朝,B,0,中国古代军事思想成熟于___时期。,15
3151,挂旗,擂鼓,相对方开火,停船,A,0,"不论是商船.军舰或是其它的船只,可以以___方式表示尊严和相互尊重",15
3152,政治因素,军事因素,经济因素,文化因素,D,0,"产生海洋国际争端,下面哪项不是主要因素?___",15
3153,鸦片战争中,第二次鸦片战争中,洋务运动期间,中日甲午战争中,A,0,近代历史上外国的军事力量第一次进入渤海是在___,15
3155,渤海,黄海,北海,南海,D,0,台湾海峡是连接东海和___的重要水道，长约380公里。,15
3156,中沙群岛　　,北沙群岛　　,香港群岛　　,海南群岛,A,0,中国在南海有4组群岛，它们是西沙群岛、东沙群岛、___、南沙群岛。,15
3157,DF-13,DF-31,DF-23,DF-15,B,0,巨浪2是哪种导弹的潜射型：___,15
3158,YJ-1,YJ-62,YJ-83,HY-3,C,0,以下哪种型号的反舰导弹在99年阅兵大典中出现，并被成为“争气弹”：___,15
3159,海军工程,大连舰艇,广州舰艇,海军航空工程,B,0,中国海军第一所海军院校：___,15
3160,江苏,福建,广东,浙江,C,0,我国最长的海岸线是在___省。,15
3161,1984　　　　,1983　　　　,1982　　　　,1985,D,0,___年11月20日，人民海军参加了我国第一支南极考察队，横跨大洋，历时142天，在南极建立了我国第一个科学考察基地——长城站。,15
3162,旅顺　,威海　,青岛　,秦皇岛,A,0,1955年，中国和原苏联举行隆重___海军基地交接仪式，这个自甲午战争后被几易其“主”的北方良港终于回到祖国的怀抱。,15
3164,海湾战争,科索沃战争,阿富汗战争,伊拉克战争,B,0, GPS制导的“联合直接攻击弹药”JDAM在___中第一次投入实战,15
3165,0.2米\\/秒,0.3米\\/秒,0.4米\\/秒,0.5米\\/秒 ,D,0,节是航海速度单位，每小时航行一海里为一节，1节等于___ ,15
3166,南京条约,天津条约,马关条约,辛丑条约,C,0,甲午中日战争签定了___ ,15
3207,现场可编程逻辑门器件,可配置逻辑块,现场可编程逻辑门阵列,复杂可编程逻辑电路,C,3,FPGA的全称是？___,15
3208,锁存器,寄存器,触发器,存储器,A,3,Latch是? ___,15
3209,超大规模集成电路,专用集成电路,可编程集成电路,通用集成电路,B,3,ASIC是？___,15
3211,complementary,computer,conducting,cooperative,A,3,CMOS中C的含义是? ___,15
3212,射频技术,射频检测,射频识别,射频,C,3,RFID的全称是什么？___,15
3214,n^2,2n^2,n^4,〖2n〗^4,B,3,能量相同、体系的状态不同的情况叫做简并，同一能量所对应的状态总数称为简并度。请问在考虑电子自旋的情况下，氢原子和类氢离子的简并度为？___,15
3216,第一类边界条件,第二类边界条件,第三类边界条件,第一、二类边界条件,C,3,在数学物理方程中，〖[α ?u\\/?n+βu]〗_Σ=已知函数是第几类边界条件？___,15
3217,与,或,异或,或非,D,3,哪种形式的电路可以完成所有的逻辑功能？___,15
3218,单位电场强度作用下载流子的速率,单位电场力作用下载流子的速率,单位磁场磁感应强度作用下载流子的速率,单位磁场强度作用下载流子的速率,A,3,载流子的迁移率μ的定义为？___,15
3221,共射电路,共集电路,共基电路,共源电路,C,3,输出电阻很高但电流放大系数约等于1的是___,15
3222,具有良好的对称性,具有较小的绝对误差,采用大量有源器件,采用直接耦合,B,3,集成电路的特点不包括___,15
3223,获得很高的电压增益,降低驱动电压数值,节约芯片面积,降低输出阻抗,D,3,有源负载放大器的特点不包括___,15
3224,相当宽的工作频率,漂移小,即使单端输出电压增益也远大于单管放大器,抗共模干扰能力强,C,3,差分放大器的优势不包括___,15
3225,π\\/3,π\\/4,π\\/6,π\\/8,B,3,在电源电压Vcc远大于晶体管饱和压降Vces，则在理论上乙类放大器能够达到的最大电源利用效率为___,15
3229,.E5,7.,.457,1.5e-6,A,3,以下哪些写法不是C语言中合法的浮点数___,15
3231,NULL,file,include,typedef,D,3,以下哪个是C语言关键字___,15
3233,return语句中的表达式类型决定,调用该函数时的主调用函数类型所决定,调用该函数时的系统临时决定,在定义该函数时所指定的函数类型所决定,D,3,C语言规定，函数返回值的类型是由___,15
3238,香农,布尔,亨廷顿,德·摩根,D,3,逻辑代数中的反演律是哪位科学家发现的？___,15
3240,可编程逻辑器件,查找表逻辑器件,乘积项逻辑器件,集成逻辑器件,A,3,PLD是什么的简称？___,15
3242,内存在正负两极,内存在南北两极,内存在两种载流子导电,内存在两种电子,C,3,双极型晶体管的得名是由于？___,15
3243,共射,共集,共基,共源,B,3,采用哪种放大器可以构成跟随器___,15
3244,麦克斯韦,赫兹,马可尼,赫尔敏,D,3,奠定无线电科学基础的科学家不包括___,15
3246,-1,1,4,6,C,3,Stefan-Boltzmann定律所描绘的每一条曲线反映了在一定温度下，黑色的单色辐出度随波长分布的情况.每一条曲线下的面积等于黑体在一定温度下的总辐出度，即  M_0___=∫_0^∞?M_______ ___dλ 且已知M_0___随温度的增高而迅速增加.实验确定M_0___= σT^n，请问n的值为多少？___,15
3247,S^2<0,S^2≤0,S^2>0 ,S^2≥0 ,B,3,"假设有两个事件P1(x1,y1,z1,t1)和P2(x2,y2,z2,t2)，他们在四维时空坐标系中的间隔为S2=〖(x2-x1)〗^2+〖(y2-y1)〗^2+〖(z2-z1)〗^2-c^2 〖(t2-t1)〗^2 则请问若两个事件之间存在因果关系，必要条件是什么？___\\n",15
3248,26×〖10〗^(-22),42×〖10〗^(-22),52×〖10〗^(-22),104×〖10〗^(-22),B,3,在室温下kT约等于多少？___,15
3249,V_CE增大引起集电结耗尽层变宽，减小了基区有效宽度，使基区的复合减小,V_CE增大引起集电结耗尽层变宽，减小了基区有效宽度，使基区的复合增大  ,V_CE增大引起发射结耗尽层变宽，减小了基区有效宽度，使基区的复合减小 ,V_CE增大引起发射结耗尽层变宽，减小了基区有效宽度，使基区的复合增大,A,3,在研究共发射极输入特性曲线时，以V_BE 〖为横坐标I〗_B 为纵坐标可画出不同V_CE 下的输入特性曲线，其中对于相同的V_BE我们看到当V_CE增大时I_B会大幅减小，这是由于___,15
3250,简单地完成阻抗匹配,获得最大的功率传递,完成电气隔离,频响范围很大,D,3,变压器耦合放大器的优点不包括___,15
3252,每个状态只有一个固定的输出,每个转移只有一个固定的输出,每个状态有多个可能的输出,每个转移有多个可能的输出,A,3,摩尔型电路___,15
3254,码分复用,码分多址,频分双工,时分双工,B,3,CDMA是中国电信在2G和3G广泛使用的技术，CDMA的意思是：___,15
3315,病毒没有独立的代谢方式,病毒进行无氧呼吸,在寄主体外，病毒并不能表现出生命活动 ,病毒无法与外界进行物质和能量的交换,B,2,关于病毒的代谢，下列叙述不正确的是  ___  ,15
3316,蛋白酶,脂肪酶,淀粉酶,蛋白酶、脂肪酶等多种酶,D,2,加酶洗衣粉去除汗渍、奶渍、血渍和油污的能力较强是因为其中含___  ,15
3317,疯牛菌,类病毒,拟病毒,朊病毒,D,2,英国的疯牛病引起世界上许多国家禁止从英国进口牛肉制品，引起此病的病因是感染了___      ,15
3318,啤酒,干白葡萄酒,白酒,红葡萄酒　,B,2,下列酒中最宜在吃海鲜时饮用的是___      ,15
3319,豆科,菊科,十字花科,蔷薇科,C,2,白菜属于____________科___                                                                      ,15
3320,酸性　　　　,碱性　,氧化性　,还原性,D,2,人体血红蛋白中含有Fe2+，如果误食亚硝酸盐会使人中毒因为亚硝酸盐会使Fe2+转化为Fe3+，生成高铁血红蛋白而丧失与O2的结合能力，服用维生素C可以缓解亚硝酸盐的中毒，这说明维生素C具有___  ,15
3321,Cl2　　　　　,HCl　　,NO2　　　D、CCl2F2,<blank>,D,2,由于人类向大气中排放有毒气体，形成南极臭氧层空洞，下列气体哪种是形成南极臭氧层空洞的罪魁___  ,15
3322,Ca2（PO4）3（OH）,Ca3（PO4）3（OH）,Ca4（PO4）3（OH）,Ca5（PO4）3（OH）,D,2,现代医学证明，人类牙齿由一层称为碱式磷酸钙的坚硬物质保护着。碱式磷酸钙的化学式中除钙离子外，还含有一个氢氧根离子和三个磷酸根离子，则其化学式正确的是___          ,15
3323,糖元,蛋白质,脂肪,核酸,B,2,占人体细胞干重50％以上的有机化合物是___                                                                        ,15
3324,鳄目,有鳞目,鸟纲,哺乳纲,C,2,身体表面有角质化的构造、上下颚无齿、所有种类俱为卵生。下列哪些符合这个___                                                                                                                  ,15
3325,较鸵鸟心脏的跳动频率高,较鸵鸟心脏的跳动频率低,等于鸵鸟心脏的跳动频率,蜂鸟心脏跳动频率无法测定,A,2,蜂鸟心脏的跳动频率___                                                                                                ,15
3326,205,206,207,208,B,2,成年人身上有多少块骨骼___                                                                                                ,15
3327,白色,蓝色,红色,黑色,C,2,蚯蚓的血是什么颜色___                                                                                                          ,15
3328,细菌,真菌,染色体,病毒,D,2,请问禽流感的病原体是属那一种生物呢_____,15
3329,九十年代,八十年代,2000年,2001年,A,2,“多莉羊“是在几时克隆出来的_____\\n,15
3331,光照,生长激素,重力,植物种类,B,2,植物的根部为什么总是向下生长，主要是由以下那一个主要的因素的影响？___  ,15
3332,营养级,食物链,生态系统,局部区域,B,2,在生物学上以下的：水稻→蝗虫→青蛙→蛇→猫头鹰的关系称什么？___  ,15
3335,棉麻,真丝,冰丝,天然彩棉,C,2,少穿化纤，多穿天然纤维材料的衣服有益于人体健康。下面不属于天然纤维的有___    ,15
3336,原料污染,保鲜产生的污染,制作过程中的污染,生物性污染,B,2,防腐剂过量属于食品污染的哪一种___    ,15
3338,贴上绿色产品标志,不用注明原料性质,必须在包装上注明该原料是转基因物质,以上三个都行,C,2,国家对销售转基因食品的规定是___    ,15
3339,不粘锅,铁锅,铝锅,银锅,B,2,使用___加工食品可产生一种无机物与胃酸反应形成人体容易吸收的铁盐，从而提高造血机能，使红细胞增多，有益于健康。    ,15
